Uniform Distribution Samples:
0.512	-0.797	-0.901	-3.643	-2.695	-1.644	-0.587	-1.676	-1.587	-1.056
0.043	4.233	1.555	1.787	1.438	0.430	-0.138	-1.784	-1.273	-4.075
-2.712	-7.708	-6.120	-3.242	-0.362	0.587	-0.891	-1.459	0.993	1.512
-0.733	1.847	1.331	1.377	0.982	-1.720	-0.504	-0.382	2.472	-0.050
-2.139	-3.266	-9.045	-8.697	-9.191	-8.900	-8.214	-7.490	-5.157	0.959
2.702	2.627	-0.363	-1.925	-0.266	-1.384	-2.201	-1.901	-0.002	0.038
2.746	4.261	2.718	6.477	3.760	6.943	9.222	12.203	8.953	10.084
11.478	13.883	13.883	12.465	11.527	14.190	14.190	14.696	14.696	14.696
12.067	12.716	10.632	14.198	12.566	13.742	13.742	14.894	11.851	9.140
10.811	12.720	13.360	13.360	11.955	14.020	14.059	14.891	14.891	14.891
14.891	14.891	14.891	14.433	14.498	14.498	14.396	12.600	12.600	11.677
12.372	7.221	7.355	11.539	8.668	9.958	9.312	10.032	12.405	13.776
13.037	9.601	8.417	10.294	13.121	14.335	14.519	13.037	12.746	13.283
11.222	12.487	14.633	13.221	10.940	8.508	8.272	14.527	14.527	14.527
12.169	10.744	7.132	9.524	9.492	11.484	11.106	11.898	13.853	14.252
10.617	9.289	10.898	13.162	14.498	12.774	13.017	12.754	11.790	13.573
14.041	14.103	14.103	14.809	14.809	14.809	14.809	14.809	14.460	10.464
12.669	11.600	9.715	9.958	14.326	14.326	12.301	12.301	9.731	8.220
9.787	10.909	9.852	12.022	10.867	12.548	10.538	10.241	9.681	8.583
11.273	10.467	8.991	7.648	6.619	4.405	-1.464	0.198	4.274	3.353
4.773	4.852	9.728	11.127	8.023	8.718	7.925	7.737	7.352	6.380
4.965	5.753	4.301	3.989	2.973	8.812	12.427	13.723	12.380	11.769
11.769	14.489	14.688	13.947	12.904	10.333	12.118	10.857	11.367	12.731
12.668	14.039	14.913	13.942	11.588	13.436	13.747	13.421	14.978	14.978
13.147	12.111	12.949	12.949	12.678	12.422	13.865	13.865	11.825	11.825
10.194	11.096	11.096	10.631	10.065	9.958	10.274	6.541	7.585	7.220
7.034	9.932	12.261	14.174	14.232	9.705	12.382	12.849	14.382	13.111
11.137	8.541	9.624	12.042	12.040	12.748	14.552	14.164	14.164	14.164
14.164	13.743	9.992	10.358	10.210	10.703	12.863	12.863	11.893	11.893
10.421	13.522	14.939	14.939	14.939	14.939	13.732	13.732	13.733	11.463
11.286	10.076	9.671	12.932	14.967	13.965	13.965	13.965	13.965	13.319
14.978	14.978	13.168	14.169	14.029	14.029	13.181	13.097	13.249	13.102
13.102	13.102	14.554	14.554	14.554	14.554	14.601	14.447	14.447	13.808
12.560	12.549	9.124	8.986	13.318	14.731	14.731	10.917	11.913	10.246
10.525	9.955	8.858	9.529	9.406	10.050	9.389	8.574	7.962	10.579
12.653	11.146	11.115	11.680	11.680	10.064	11.369	10.197	10.744	9.892
12.047	11.341	8.131	5.422	4.125	4.972	6.779	3.928	1.832	3.184
5.191	2.908	4.138	4.135	2.876	1.983	2.012	-2.006	-2.448	-2.214
0.937	0.162	-2.821	-6.864	-10.729	-13.539	-13.093	-9.937	-9.276	-6.606
-5.920	-6.026	-4.859	-2.152	3.151	2.428	1.790	1.340	2.629	3.094
4.148	0.074	-2.666	-5.066	-4.155	-2.581	-1.181	-2.394	-4.838	-10.362
-11.126	-9.891	-10.713	-10.442	-12.262	-10.309	-8.819	-9.216	-13.095	-12.141
-10.067	-12.562	-12.846	-10.403	-10.703	-13.073	-12.234	-14.886	-14.886	-14.886
-14.886	-14.886	-11.423	-12.789	-12.765	-11.401	-10.415	-11.669	-11.274	-9.834
-8.568	-5.704	-8.119	-7.554	-8.656	-10.895	-12.385	-11.800	-11.138	-12.915
-10.560	-10.221	-9.695	-9.582	-9.477	-9.252	-10.502	-12.661	-9.628	-12.379
-12.625	-9.938	-10.754	-10.024	-10.039	-6.703	-7.517	-7.273	-4.956	-3.828
-4.592	-3.029	-4.347	-2.652	-2.772	-3.074	-1.784	0.909	2.231	4.531
4.578	2.551	0.841	3.186	3.536	2.578	5.102	4.168	0.852	-0.468
1.744	2.972	2.470	3.941	4.246	6.522	4.698	3.955	6.877	11.769
9.052	7.511	7.380	5.541	5.067	7.349	5.867	4.349	5.300	5.778
4.559	1.894	2.037	3.016	2.564	2.032	1.866	0.159	-0.850	-1.348
-1.255	0.974	0.571	-0.084	-0.258	-2.153	-1.356	-4.077	-3.607	-3.734
-2.940	-4.120	-4.107	-3.803	-3.652	-4.767	-1.817	-1.073	-0.117	-2.521
-1.719	-0.423	-3.394	-1.307	-4.561	-4.105	-3.626	-2.282	0.527	0.846
-3.725	-7.939	-8.296	-9.924	-12.571	-13.247	-11.127	-10.755	-7.139	-7.152
-7.127	-7.210	-8.004	-8.829	-5.178	-4.644	-2.430	-2.626	-1.417	1.661
3.772	5.098	3.866	1.384	1.091	2.818	2.101	4.559	5.297	4.213
3.883	4.173	4.409	1.709	0.105	-0.136	3.388	2.121	4.272	4.726
5.208	5.419	4.819	1.664	3.934	3.610	5.968	5.940	4.636	3.795
1.029	3.702	6.464	7.161	3.412	7.816	4.799	5.420	4.405	4.797
7.095	4.757	6.515	8.195	9.581	7.151	4.519	6.090	8.366	8.304
4.915	3.427	3.693	4.127	6.568	8.468	7.120	5.880	5.919	6.064
6.111	7.963	8.614	3.195	3.915	1.730	3.848	1.403	1.880	5.339
6.952	2.580	2.229	2.051	4.439	2.267	2.638	3.074	3.091	5.033
7.483	9.683	8.843	8.686	10.481	10.515	10.960	13.242	11.811	11.037
9.187	8.284	10.220	10.220	12.695	12.146	10.693	10.095	7.187	9.643
10.615	7.710	7.554	7.899	6.798	8.045	7.741	7.223	9.169	10.248
10.956	11.559	9.672	12.467	12.760	12.760	13.526	11.955	13.317	10.558
10.618	12.152	12.975	14.577	14.577	11.958	9.105	9.031	10.039	9.501
6.746	7.806	6.860	10.536	14.655	14.644	13.054	13.047	13.047	13.889
14.157	13.382	13.382	13.594	13.594	11.099	12.270	12.562	11.503	8.088
11.979	10.951	11.230	13.027	12.498	12.498	14.252	14.781	14.781	14.742
12.878	13.746	11.757	7.480	8.727	10.792	13.883	13.883	11.751	11.751
10.085	9.617	13.294	11.448	13.991	14.621	10.906	9.926	11.029	12.383
11.107	12.917	14.104	14.104	12.546	12.546	13.820	12.370	12.370	12.967
14.841	14.350	14.350	13.897	13.889	12.977	8.815	10.779	8.491	6.610
4.407	5.837	3.077	3.468	6.926	10.238	7.334	5.839	6.802	7.749
8.461	7.078	8.313	8.809	7.659	7.866	11.529	11.536	12.564	10.743
12.324	12.324	12.628	14.423	14.423	14.423	11.533	11.890	11.399	11.145
10.110	7.405	7.083	9.245	9.835	9.247	10.098	8.169	9.061	8.916
10.779	12.280	10.061	8.199	8.602	9.766	11.377	10.201	8.021	9.040
4.598	7.829	10.097	11.095	11.258	11.484	11.484	10.542	11.379	11.333
11.921	13.664	9.836	10.362	8.584	7.410	10.655	9.024	9.785	11.218
12.898	13.560	11.658	10.290	8.938	5.058	3.217	3.644	-0.193	0.321
0.350	-0.195	-0.460	0.687	0.770	1.991	3.782	4.878	6.902	7.919
8.297	7.980	7.007	2.843	1.873	-2.481	-0.847	0.426	-0.171	3.360
5.766	5.546	7.741	1.792	4.677	7.221	6.394	5.996	3.046	4.342
4.538	6.172	6.746	5.543	4.120	5.979	7.937	5.758	4.678	3.283
5.542	4.787	6.419	7.758	11.783	9.562	10.258	10.265	10.145	11.674
7.128	3.885	7.241	8.150	7.933	9.299	9.501	9.089	4.896	4.808
6.209	6.029	5.840	5.684	6.305	6.685	5.382	2.233	1.077	1.680
2.473	4.676	4.724	5.531	3.334	4.790	4.812	3.885	4.861	5.009
6.060	7.187	6.888	6.298	6.210	7.433	11.639	13.072	11.931	11.931
