-3.98519, 0.0016713
-4.41234, 0.00084391
-3.25592, 0.00482972
-3.25592, 0.00482972
-4.6898, 0.000528352
-3.09818, 0.0059705
-3.09818, 0.0059705
-5.67746, 8.53382e-05
-2.8694, 0.00803106
-2.8694, 0.00803106
1.1085, 0.171871
1.1085, 0.171871
-0.5383, 0.0781307
1.88994, 0.197088
1.88994, 0.197088
3.44113, 0.164534
3.44113, 0.164534
3.44113, 0.164534
3.44113, 0.164534
3.51054, 0.160932
3.51054, 0.160932
3.51054, 0.160932
0.836494, 0.158108
-1.48684, 0.036473
-1.48684, 0.036473
-3.58202, 0.00305477
-3.58202, 0.00305477
-2.42188, 0.0138108
-2.70097, 0.0099069
-1.25368, 0.0449109
-3.70591, 0.002549
-3.70591, 0.002549
-3.70591, 0.002549
-3.70591, 0.002549
-4.83461, 0.000410637
-2.13549, 0.0190318
-1.29685, 0.0432578
1.54006, 0.188902
1.01817, 0.167516
0.981209, 0.165668
-1.50654, 0.035815
0.267866, 0.125089
1.69018, 0.193094
1.69018, 0.193094
3.5448, 0.159112
3.5448, 0.159112
4.3661, 0.11096
7.43891, 0.0064553
7.43891, 0.0064553
7.43891, 0.0064553
2.00704, 0.198545
2.00704, 0.198545
2.00704, 0.198545
2.00704, 0.198545
2.00704, 0.198545
2.02472, 0.198707
2.02472, 0.198707
3.85039, 0.14191
6.77589, 0.0145606
6.77589, 0.0145606
5.09394, 0.070022
4.06488, 0.129147
0.709198, 0.151087
-1.54827, 0.0344488
0.637352, 0.147001
0.637352, 0.147001
0.637352, 0.147001
0.637352, 0.147001
0.637352, 0.147001
0.637352, 0.147001
4.0205, 0.131814
6.92995, 0.0121717
4.51624, 0.102008
5.07235, 0.07112
2.64014, 0.194699
-0.101341, 0.102889
2.15339, 0.199417
2.15339, 0.199417
2.15339, 0.199417
2.15339, 0.199417
2.15339, 0.199417
0.826877, 0.157588
-0.987678, 0.0560088
-0.987678, 0.0560088
0.568963, 0.143041
5.34425, 0.0579673
5.34425, 0.0579673
5.34425, 0.0579673
6.45418, 0.0207681
6.45418, 0.0207681
6.45418, 0.0207681
3.85733, 0.141504
3.85733, 0.141504
3.85733, 0.141504
6.2348, 0.0260682
6.2348, 0.0260682
7.60069, 0.00520562
7.60069, 0.00520562
4.69573, 0.0915682
2.80991, 0.190408
5.67563, 0.0440652
5.67563, 0.0440652
5.67563, 0.0440652
5.67563, 0.0440652
5.67563, 0.0440652
5.05533, 0.0719919
3.5192, 0.160474
4.29811, 0.115055
4.29811, 0.115055
1.16402, 0.174428
1.38837, 0.183704
